"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET key1433",174,72,97,110,120,140,160,170,200,668
"GET key1434",195,81,110,120,130,150,160,510,600,698
"GET key1435",199,73,100,120,130,160,190,450,570,612
"GET key1436",194,84,110,130,140,160,200,330,430,491
"GET key1437",199,86,120,140,140,180,200,240,640,641
"GET key1438",201,87,110,130,140,180,200,520,600,651
"GET key1439",185,71,110,120,130,160,190,210,430,513
"GET key144",182,77,110,120,140,160,210,400,570,578
"GET key1440",195,82,110,130,140,160,200,520,540,571
"GET key1441",185,82,110,130,140,160,220,580,630,632
"GET key1442",181,79,110,130,140,190,220,500,550,671
"GET key1443",231,80,100,120,130,170,210,280,530,625
"GET key1444",215,80,110,130,140,160,200,260,580,651
"GET key1445",153,91,120,130,140,170,200,210,220,338
"GET key1446",186,92,120,130,140,160,190,540,650,682
"GET key1447",193,71,110,120,130,150,160,220,450,471
"GET key1448",198,82,120,130,140,170,190,450,580,601
"GET key1449",208,78,100,130,130,170,190,230,370,516
"GET key145",182,78,110,130,140,170,190,240,460,484
"GET key1450",192,86,100,120,120,150,160,210,530,713
"GET key1451",197,77,110,120,130,170,190,220,230,538
"GET key1452",184,88,110,140,140,170,200,260,470,502
"GET key1453",208,75,110,130,140,170,210,240,530,619
"GET key1454",177,78,110,130,140,160,200,520,630,660
"GET key1455",188,78,100,120,140,160,200,260,580,621
"GET key1456",178,76,100,120,140,150,160,210,250,447
"GET key1457",201,95,120,130,140,170,230,590,620,641
"GET key1458",172,85,110,130,140,160,190,560,620,674
"GET key1459",186,71,99,120,130,150,170,450,490,587
"GET key146",198,86,110,130,140,170,210,520,600,616
"GET key1460",172,77,100,120,140,160,200,590,650,740
"GET key1461",191,75,100,120,130,160,200,500,680,678
